MUNICIPIO,UF,SUBSTANCIA,latitude,longitude
Descoberto,MG,Alumínio,-21.468,-43.023
Descoberto,MG,Alumínio,-21.467,-43.003
Leopoldina,MG,Alumínio,-21.469,-42.791
Goianá,MG,Alumínio,-21.601,-43.162
São João Nepomuceno,MG,Alumínio,-21.605,-43.161
São João Nepomuceno,MG,Alumínio,-21.654,-43.164
São João Nepomuceno,MG,Alumínio,-21.547,-43.075
São João Nepomuceno,MG,Alumínio,-21.522,-43.052
São João Nepomuceno,MG,Alumínio,-21.526,-42.946
Miraí,MG,Alumínio,-21.097,-42.654
Miraí,MG,Alumínio,-21.090,-42.627
Miraí,MG,Alumínio,-21.106,-42.612
Miraí,MG,Alumínio,-21.109,-42.538
Miraí,MG,Alumínio,-21.118,-42.644
Miraí,MG,Alumínio,-21.120,-42.641
Miraí,MG,Alumínio,-21.128,-42.613
Rodeiro,MG,Alumínio,-21.253,-42.841
Cataguases,MG,Alumínio,-21.209,-42.738
Miraí,MG,Alumínio,-21.165,-42.688
Inhumas,GO,Argila,-16.406,-49.436
Inhumas,GO,Argila,-16.364,-49.478
Ouro Verde de Goiás,GO,Mármore,-16.300,-49.261
Goianira,GO,Caulim,-16.481,-49.456
Pires do Rio,GO,Talco,-17.150,-48.550
Luziânia,GO,Ouro,-16.232,-48.032
Goiânia,GO,Turfa,-16.734,-49.293
Caldazinha,GO,Cobre,-16.767,-48.979
Caldazinha,GO,Cobre,-16.754,-48.957
Caldazinha,GO,Cobre,-16.767,-48.888
Vianópolis,GO,Manganês,-16.892,-48.565
Silvânia,GO,Cianita,-16.668,-48.545
Pirenópolis,GO,Serpentinito,-16.072,-48.946
Anápolis,GO,Manganês,-16.275,-48.895
Aragoiânia,GO,Turfa,-16.914,-49.428
Goiânia,GO,Brita,-16.603,-49.184
Goianápolis,GO,Brita,-16.531,-49.105
Caldazinha,GO,Brita,-16.790,-49.006
Bela Vista de Goiás,GO,Brita,-16.796,-49.092
Aparecida de Goiânia,GO,Brita,-16.767,-49.213
Aparecida de Goiânia,GO,Brita,-16.795,-49.192
Goiânia,GO,Turfa,-16.632,-49.331
Goiânia,GO,Turfa,-16.734,-49.298
Aparecida de Goiânia,GO,Areia,-16.837,-49.331
Anápolis,GO,Brita,-16.369,-48.886
Vianópolis,GO,Agalmatolito,-16.718,-48.377
Orizona,GO,Argila,-16.889,-48.194
Orizona,GO,Granito,-16.973,-48.070
Silvânia,GO,Areia,-16.642,-48.365
Vianópolis,GO,Areia,-16.697,-48.302
Luziânia,GO,Areia,-16.675,-48.042
Nobres,MT,"Calcário, Dolomito",-14.634,-56.285
Alto Paraguai,MT,Dolomito,-14.817,-56.612
Nossa Senhora do Livramento,MT,Ouro,-15.953,-56.315
Nossa Senhora do Livramento,MT,Ouro,-15.696,-56.358
Nossa Senhora do Livramento,MT,Ouro,-15.892,-56.170
Cuiabá,MT,Ouro,-15.401,-56.022
Poconé,MT,Ouro,-16.070,-56.660
Lambari D'Oeste,MT,Calcário calcítico,-15.409,-57.959
Porto Estrela,MT,Dolomito,-15.773,-57.294
Nobres,MT,Dolomito,-14.310,-55.518
Currais Novos,RN,"Berílio, Tântalo",-6.269,-36.377
Currais Novos,RN,"Berílio, Tântalo",-6.278,-36.351
Currais Novos,RN,"Berílio, Tântalo",-6.280,-36.344
Currais Novos,RN,"Berílio, Tântalo",-6.244,-36.330
Currais Novos,RN,Tântalo,-6.239,-36.324
Currais Novos,RN,"Berílio, Tântalo",-6.262,-36.391
Currais Novos,RN,Tungstênio,-6.236,-36.514
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.795,-36.683
Picuí,PB,Tungstênio,-6.334,-36.284
Picuí,PB,Tungstênio,-6.493,-36.362
Jucurutu,RN,Calcário,-6.162,-36.943
Jardim de Piranhas,RN,Tungstênio,-6.348,-37.238
São Mamede,PB,Tungstênio,-6.872,-37.098
São José do Sabugi,PB,Tungstênio,-6.834,-36.795
Jardim do Seridó,RN,Tungstênio,-6.601,-36.728
Jardim do Seridó,RN,Tântalo,-6.610,-36.740
Mucajaí,RR,Manganês,2.345,-61.787
Itaituba,PA,Ouro,-7.838,-56.698
Itaituba,PA,Ouro,-6.376,-56.286
Maués,AM,Ouro,-5.617,-58.817
Itaituba,PA,Ouro,-7.599,-56.703
Itaituba,PA,Ouro,-7.300,-56.567
Cabo de Santo Agostinho,PE,Caulim,-8.338,-34.958
Cabo de Santo Agostinho,PE,Areia,-8.275,-35.028
Cabo de Santo Agostinho,PE,Argila,-8.296,-35.009
Nova Palmeira,PB,"Albita, Berílio, Feldspato, Quartzo, Tântalo",-6.704,-36.445
Nova Palmeira,PB,"Feldspato, Muscovita",-6.712,-36.455
Caçapava do Sul,RS,"Bário, Cobre, Prata",-30.709,-53.786
Urussanga,SC,Quartzo,-28.505,-49.293
Lavras do Sul,RS,"Cobre, Ouro",-30.823,-53.825
Aquiraz,CE,Diatomita,-4.027,-38.344
Queimadas,PB,Brita,-7.351,-35.905
Seridó,PB,Rocha ornamental,-6.877,-36.507
Santa Luzia,PB,Rocha ornamental,-6.957,-36.817
Quixabá,PB,Rocha ornamental,-7.004,-37.133
Água Branca,PB,Rocha ornamental,-7.435,-37.649
São João do Cariri,PB,Rocha ornamental,-7.457,-36.506
Dom Pedrito,RS,Feldspato,-30.970,-54.331
Equador,RN,Caulim,-6.892,-36.717
Equador,RN,"Berílio, Caulim, Nióbio, Tântalo",-6.895,-36.716
Junco do Seridó,PB,"Bismuto, Nióbio, Tântalo",-6.973,-36.698
Parelhas,RN,"Berílio, Tântalo",-6.712,-36.575
Equador,RN,Caulim,-6.830,-36.646
Pedra Lavrada,PB,Feldspato,-6.834,-36.392
Seridó,PB,"Berílio, Tântalo",-6.879,-36.482
Pedra Lavrada,PB,"Berílio, Nióbio, Tântalo",-6.830,-36.459
São Mamede,PB,"Berílio, Nióbio, Tântalo",-6.971,-37.092
Seridó,PB,"Nióbio, Tântalo",-6.857,-36.543
Augusto Severo,RN,Tungstênio,-6.009,-37.242
Santana do Matos,RN,Tungstênio,-6.009,-36.563
Silvânia,GO,Quartzito,-16.570,-48.360
Orizona,GO,Cobre,-16.966,-48.473
Orizona,GO,Manganês,-16.962,-48.318
Luziânia,GO,Manganês,-16.547,-48.147
Luziânia,GO,Pirita,-16.694,-48.078
Luziânia,GO,Pirita,-16.654,-48.039
Luziânia,GO,Pirita,-16.539,-48.050
Luziânia,GO,Pirita,-16.650,-48.027
Goiânia,GO,Turfa,-16.665,-49.294
Goiânia,GO,Água mineral,-16.595,-49.282
Goiânia,GO,Água mineral,-16.655,-49.297
Hidrolândia,GO,Brita,-16.875,-49.239
Aparecida de Goiânia,GO,Brita,-16.770,-49.228
Aparecida de Goiânia,GO,Brita,-16.792,-49.224
Aparecida de Goiânia,GO,Brita,-16.791,-49.170
Ceres,GO,Mica,-15.259,-49.734
Ipiranga de Goiás,GO,Mica,-15.241,-49.732
Itapaci,GO,Talco,-15.046,-49.720
Itaguaru,GO,Cobre,-15.759,-49.642
Nova Glória,GO,"Mica, Turmalina",-15.100,-49.563
Rialma,GO,Berílio,-15.332,-49.523
Faina,GO,Esmeralda,-15.379,-50.564
Matrinchã,GO,Talco,-15.420,-50.528
Faina,GO,Ouro,-15.425,-50.485
Faina,GO,Mármore,-15.403,-50.459
Faina,GO,Talco,-15.434,-50.467
Faina,GO,Mármore,-15.497,-50.432
Goiás,GO,Talco,-15.900,-50.417
Faina,GO,Mármore,-15.530,-50.429
Faina,GO,Ouro,-15.510,-50.390
Amaralina,GO,Manganês,-13.850,-49.604
Porangatu,GO,Manganês,-13.559,-49.521
Aruanã,GO,Cianita,-15.234,-50.937
Jussara,GO,"Amianto, Talco",-15.894,-50.792
Jussara,GO,Talco,-15.902,-50.780
Itapirapuã,GO,Talco,-15.915,-50.764
Jussara,GO,Titânio,-15.896,-50.766
Itapirapuã,GO,Ouro,-15.737,-50.600
Goiás,GO,Talco,-15.659,-50.567
Goiás,GO,Água mineral,-15.644,-50.556
Faina,GO,Ferro,-15.346,-50.565
Itapirapuã,GO,Talco,-15.998,-50.558
Faina,GO,Ferro,-15.362,-50.551
Faina,GO,Dolomito,-15.382,-50.544
Faina,GO,Talco,-15.437,-50.539
Faina,GO,Grafita,-15.409,-50.535
Faina,GO,Ametista,-15.378,-50.525
Faina,GO,Ouro,-15.537,-50.509
Itapirapuã,GO,Bário,-15.966,-50.500
Faina,GO,"Amianto, Talco",-15.418,-50.463
Faina,GO,Dolomito,-15.539,-50.417
Faina,GO,Ouro,-15.450,-50.414
Faina,GO,Dolomito,-15.567,-50.380
Goiás,GO,Ouro,-15.728,-50.375
Faina,GO,Dolomito,-15.598,-50.310
Goiás,GO,Ouro,-15.748,-50.317
Goiás,GO,Ouro,-15.839,-50.297
Paracatu,MG,Calcário,-17.080,-46.805
Lagamar,MG,Calcário dolomítico,-18.161,-46.935
Coromandel,MG,Diamante,-18.485,-47.125
Jaraguá,GO,Granito,-15.561,-49.257
Piranhas,GO,Granito,-16.463,-51.863
Cocalzinho de Goiás,GO,Calcário,-15.671,-48.582
Jandaia,GO,Mármore,-17.171,-50.144
Conselheiro Pena,MG,"Berílio, Turmalina",-18.929,-41.295
Rio Piracicaba,MG,Manganês,-19.928,-43.216
Érico Cardoso,BA,Alumínio,-13.431,-42.114
Vitória da Conquista,BA,Bentonita,-14.816,-41.017
Itambé,BA,Berílio,-15.205,-40.711
Itambé,BA,Berílio,-15.214,-40.803
Ribeirão do Largo,BA,Berílio,-15.266,-40.699
Macarani,BA,Berílio,-15.327,-40.402
Macarani,BA,Berílio,-15.334,-40.451
Encruzilhada,BA,Berílio,-15.484,-40.967
Encruzilhada,BA,Berílio,-15.525,-40.909
Encruzilhada,BA,Berílio,-15.550,-40.889
Macarani,BA,Berílio,-15.734,-40.402
Itambé,BA,"Berílio, Água marinha",-15.206,-40.823
Encruzilhada,BA,"Berílio, Água marinha",-15.559,-40.989
Encruzilhada,BA,"Berílio, Água marinha",-15.564,-41.167
Macarani,BA,"Berílio, Água marinha",-15.567,-40.385
Macarani,BA,"Berílio, Água marinha",-15.582,-40.446
Ribeirão do Largo,BA,"Berílio, Água mineral",-15.612,-40.520
Macarani,BA,"Berílio, Água marinha",-15.624,-40.450
Itambé,BA,"Berílio, Nióbio, Água marinha",-15.317,-40.434
Ribeirão do Largo,BA,"Berílio, Feldspato",-15.282,-40.581
Maiquinique,BA,"Berílio, Mica",-15.589,-40.142
Itambé,BA,"Berílio, Nióbio",-15.181,-40.766
Itambé,BA,"Berílio, Nióbio",-15.214,-40.714
Macarani,BA,"Berílio, Nióbio",-15.410,-40.456
Macarani,BA,"Berílio, Nióbio",-15.417,-40.459
Encruzilhada,BA,"Berílio, Nióbio",-15.459,-40.917
Encruzilhada,BA,"Basalto, Nióbio",-15.484,-40.975
Macaúbas,BA,Ferro,-12.987,-42.666
Macaúbas,BA,Ferro,-12.956,-42.695
Macaúbas,BA,Ferro,-12.950,-42.684
Ribeirão do Largo,BA,Grafita,-15.402,-40.497
Macarani,BA,Grafita,-15.419,-40.487
Maiquinique,BA,Grafita,-15.817,-40.336
Ribeirão do Largo,BA,"Cianita, Grafita",-15.385,-40.570
Macarani,BA,"Cianita, Gnaisse",-15.409,-40.496
Macarani,BA,"Cianita, Grafita",-15.418,-40.496
Araci,BA,"Grafita, Pirita",-11.395,-39.077
Conceição do Coité,BA,"Grafita, Pirita",-11.306,-39.200
Caculé,BA,Granada,-14.417,-42.200
Cordeiros,BA,Granada,-14.994,-41.823
Conceição do Coité,BA,Granito,-11.566,-39.307
Santaluz,BA,Granito,-11.253,-39.700
Queimadas,BA,Granito,-11.139,-39.784
Pé de Serra,BA,Granito,-11.849,-39.653
Pé de Serra,BA,Granito,-11.839,-39.621
Pé de Serra,BA,Granito,-11.820,-39.559
Conselheiro Lafaiete,MG,Manganês,-20.624,-43.854
Itambé do Mato Dentro,MG,Quartzo,-19.409,-43.328
Conceição do Mato Dentro,MG,Saibro,-19.022,-43.368
Itabira,MG,Saibro,-19.436,-43.374
Senhora do Porto,MG,Saibro,-19.020,-43.068
São Sebastião do Rio Preto,MG,Saibro,-19.342,-43.326
Itambé do Mato Dentro,MG,Saibro,-19.409,-43.357
Itambé do Mato Dentro,MG,Saibro,-19.364,-43.316
Itambé do Mato Dentro,MG,Saibro,-19.410,-43.294
Conceição do Mato Dentro,MG,Saibro,-19.050,-43.437
Santa Maria de Itabira,MG,Sienito,-19.429,-43.004
Santo Antônio do Rio Abaixo,MG,Ferro,-19.208,-43.246
Conceição do Mato Dentro,MG,Ferro,-19.012,-43.401
Conceição do Mato Dentro,MG,Ferro,-19.027,-43.401
Conceição do Mato Dentro,MG,Ferro,-19.036,-43.375
Conceição do Mato Dentro,MG,Ferro,-19.069,-43.385
Conceição do Mato Dentro,MG,Ferro,-19.087,-43.361
Conceição do Mato Dentro,MG,Ferro,-19.107,-43.330
Ferros,MG,Ferro,-19.075,-43.038
Diamantina,MG,"Diamante, Ouro",-18.102,-43.533
Diamantina,MG,"Diamante, Ouro",-18.259,-43.581
Presidente Kubitschek,MG,Quartzo,-18.616,-43.632
Gouveia,MG,"Diamante, Ouro",-18.639,-43.766
Presidente Kubitschek,MG,Quartzo,-18.640,-43.647
Conceição do Mato Dentro,MG,"Diamante, Ouro",-18.649,-43.727
Conceição do Mato Dentro,MG,"Diamante, Ouro",-18.648,-43.721
Datas,MG,"Diamante, Ouro",-18.653,-43.686
Conceição do Mato Dentro,MG,Ouro,-18.661,-43.711
Conceição do Mato Dentro,MG,Ouro,-18.686,-43.688
Presidente Kubitschek,MG,Diamante,-18.683,-43.591
Conceição do Mato Dentro,MG,Diamante,-18.695,-43.571
Conceição do Mato Dentro,MG,Diamante,-18.724,-43.575
Conceição do Mato Dentro,MG,Ouro,-18.723,-43.514
Congonhas do Norte,MG,Quartzo,-18.738,-43.726
Congonhas do Norte,MG,Quartzo,-18.816,-43.722
Santana de Pirapama,MG,Manganês,-18.959,-43.785
Candeias,MG,Granito,-20.768,-45.265
Candeias,MG,Granito,-20.794,-45.245
Camacho,MG,Granito,-20.650,-45.222
Candeias,MG,Granito,-20.679,-45.214
Candeias,MG,Granito,-20.685,-45.229
Candeias,MG,Granito,-20.692,-45.258
Candeias,MG,Granito,-20.750,-45.284
Candeias,MG,Granito,-20.712,-45.294
Candeias,MG,Granito,-20.685,-45.264
Camacho,MG,Granito,-20.738,-45.085
Serro,MG,Quartzo,-18.677,-43.480
Alvorada de Minas,MG,Cromo,-18.700,-43.378
Serro,MG,Ouro,-18.720,-43.399
Alvorada de Minas,MG,Ouro,-18.730,-43.397
Alvorada de Minas,MG,Ouro,-18.737,-43.393
Alvorada de Minas,MG,Cromo,-18.740,-43.373
Guanhães,MG,Granito,-18.795,-43.015
Alvorada de Minas,MG,Quartzito,-18.809,-43.454
Piranga,MG,Magnesita,-20.581,-43.281
Urucânia,MG,Mármore,-20.373,-42.716
Mariana,MG,Quartzito,-20.371,-43.448
Mariana,MG,Quartzito,-20.392,-43.445
Piranga,MG,Quartzo,-20.606,-43.366
Piranga,MG,Quartzo,-20.635,-43.348
Piranga,MG,Quartzo,-20.589,-43.297
Alto Rio Doce,MG,Quartzo,-20.987,-43.422
Catas Altas,MG,"Ferro, Serpentinito",-20.068,-43.437
Piranga,MG,"Serpentinito, Talco",-20.712,-43.433
Mariana,MG,Talco,-20.342,-43.345
Mariana,MG,Talco,-20.344,-43.325
Amparo do Serra,MG,Granito,-20.500,-42.802
Viçosa,MG,Granito,-20.725,-42.918
Brás Pires,MG,Vermiculita,-20.842,-43.206
Cipotânea,MG,Vermiculita,-20.937,-43.283
Alto Rio Doce,MG,Vermiculita,-20.971,-43.258
Monte Alegre de Goiás,GO,Zinco,-13.146,-46.558
Monte Alegre de Goiás,GO,Zinco,-13.112,-46.532
Divinópolis de Goiás,GO,Zinco,-13.173,-46.523
Divinópolis de Goiás,GO,Calcário,-13.150,-46.517
Monte Alegre de Goiás,GO,Calcário,-13.184,-46.567
Alto Paraíso de Goiás,GO,Calcário,-14.084,-47.433
Iaciara,GO,Calcário,-14.059,-46.787
Posse,GO,Calcário,-14.364,-46.727
Alvorada do Norte,GO,Calcário,-14.596,-46.708
Datas,MG,Diamante,-18.443,-43.661
Conceição do Mato Dentro,MG,Ferro,-19.048,-43.389
Conceição do Mato Dentro,MG,Ouro,-19.241,-43.110
Morro do Pilar,MG,Ouro,-19.177,-43.318
Conceição do Mato Dentro,MG,Ouro,-19.062,-43.468
Ferros,MG,Ferro,-19.071,-43.043
Conceição do Mato Dentro,MG,Água marinha,-19.214,-43.166
Santa Maria de Itabira,MG,"Alexandrita, Esmeralda",-19.471,-42.995
Santa Maria de Itabira,MG,Água marinha,-19.440,-42.975
Santa Maria de Itabira,MG,Quartzo,-19.335,-42.995
Santa Maria de Itabira,MG,Granada,-19.322,-42.998
Ferros,MG,Água marinha,-19.300,-42.946
Santa Maria de Itabira,MG,Granada,-19.324,-42.969
Santa Maria de Itabira,MG,Amazonita,-19.346,-42.965
Ferros,MG,Água marinha,-19.230,-42.986
Santa Maria de Itabira,MG,Quartzo,-19.316,-42.961
Santa Maria de Itabira,MG,Água marinha,-19.312,-42.965
Santa Maria de Itabira,MG,"Alexandrita, Água marinha",-19.483,-42.980
Santa Maria de Itabira,MG,Alexandrita,-19.476,-42.977
Ferros,MG,Água marinha,-19.236,-42.942
Ferros,MG,Água marinha,-19.237,-42.943
Ferros,MG,Quartzo,-19.238,-42.938
Ferros,MG,Quartzo,-19.231,-42.913
Ferros,MG,Amazonita,-19.330,-42.844
Dionísio,MG,Manganês,-19.803,-42.764
Ferros,MG,Ferro,-19.292,-42.788
Conceição do Mato Dentro,MG,Platina,-19.100,-43.300
Antônio Dias,MG,Berílio,-19.621,-42.836
Rio Piracicaba,MG,Mica,-19.899,-43.200
Ferros,MG,Berílio,-19.267,-42.995
Conceição do Mato Dentro,MG,Berílio,-19.214,-43.164
Córrego Novo,MG,"Amianto, Níquel",-19.834,-42.400
Raul Soares,MG,Berílio,-19.909,-42.383
Barão de Cocais,MG,Alumínio,-19.911,-43.465
Itabira,MG,Cromo,-19.717,-43.285
Itabira,MG,Cromo,-19.712,-43.284
Itabira,MG,"Ferro, Titânio",-19.728,-43.231
Santa Bárbara,MG,Ferro,-19.996,-43.490
Antônio Dias,MG,Ferro,-19.545,-43.017
Nova Era,MG,Ferro,-19.575,-43.025
Barão de Cocais,MG,Ferro,-19.951,-43.494
Barão de Cocais,MG,Ferro,-19.904,-43.474
Barão de Cocais,MG,Ferro,-19.900,-43.467
Barão de Cocais,MG,Ferro,-19.889,-43.460
Barão de Cocais,MG,Ferro,-19.888,-43.457
Barão de Cocais,MG,Ferro,-19.884,-43.458
Barão de Cocais,MG,Ferro,-19.887,-43.454
Barão de Cocais,MG,Ferro,-19.882,-43.450
Barão de Cocais,MG,Ferro,-19.887,-43.450
Barão de Cocais,MG,Ferro,-19.879,-43.436
São Gonçalo do Rio Abaixo,MG,"Ferro, Manganês",-19.881,-43.425
São Gonçalo do Rio Abaixo,MG,Ferro,-19.875,-43.420
São Gonçalo do Rio Abaixo,MG,"Ferro, Ouro",-19.875,-43.409
São Gonçalo do Rio Abaixo,MG,Ferro,-19.882,-43.408
São Gonçalo do Rio Abaixo,MG,Ferro,-19.856,-43.367
São Gonçalo do Rio Abaixo,MG,Ferro,-19.850,-43.377
Itabira,MG,Ferro,-19.656,-43.293
Itabira,MG,Ferro,-19.660,-43.277
Itabira,MG,Ferro,-19.635,-43.262
Itabira,MG,Ferro,-19.639,-43.251
Itabira,MG,Ferro,-19.632,-43.253
Itabira,MG,Ferro,-19.626,-43.250
Itabira,MG,Ferro,-19.615,-43.234
Itabira,MG,Ferro,-19.609,-43.227
Itabira,MG,Ferro,-19.617,-43.241
Itapecerica,MG,Granito,-20.541,-45.105
Itapecerica,MG,Granito,-20.540,-45.113
Itapecerica,MG,Granito,-20.547,-45.085
Itapecerica,MG,Granito,-20.540,-45.076
São Francisco de Paula,MG,Granito,-20.655,-45.027
Itapecerica,MG,Granito,-20.503,-45.140
Itapecerica,MG,Granito,-20.591,-45.211
Iguatama,MG,Turfa,-20.242,-45.842
Pains,MG,Calcário,-20.395,-45.578
Arcos,MG,Calcário,-20.373,-45.567
Arcos,MG,Calcário,-20.317,-45.617
Pains,MG,Calcário,-20.350,-45.697
Cristais,MG,Grafita,-20.784,-45.539
Itapecerica,MG,Grafita,-20.445,-45.148
Alpinópolis,MG,Calcário,-20.878,-46.381
Córrego Fundo,MG,Calcário,-20.384,-45.556
Arcos,MG,Calcário,-20.331,-45.575
Pains,MG,Calcário,-20.334,-45.623
Formoso,MG,Calcário,-15.280,-46.284
Formoso,MG,Zinco,-15.367,-46.242
Monte Alegre de Goiás,GO,Flúor,-13.055,-46.551
Monte Alegre de Goiás,GO,Zinco,-13.141,-46.559
Sabinópolis,MG,Mica,-18.688,-43.207
Alvorada de Minas,MG,Ouro,-18.725,-43.375
Alvorada de Minas,MG,Ouro,-18.750,-43.388
Santa Maria do Suaçuí,MG,Mica,-18.267,-42.267
Conceição do Mato Dentro,MG,Talco,-18.967,-43.363
Conceição do Mato Dentro,MG,Talco,-18.937,-43.361
Conceição do Mato Dentro,MG,Talco,-18.939,-43.360
Conceição do Mato Dentro,MG,Talco,-18.939,-43.363
Nacip Raydan,MG,Mica,-18.471,-42.208
Serro,MG,Manganês,-18.323,-43.428
Serro,MG,Manganês,-18.329,-43.428
Serro,MG,Diamante,-18.335,-43.458
Serro,MG,Granito,-18.629,-43.396
Alvorada de Minas,MG,Granito,-18.665,-43.350
Serro,MG,Granito,-18.646,-43.358
Serro,MG,Quartzo,-18.657,-43.467
Serro,MG,Cascalho,-18.652,-43.394
Serro,MG,Cascalho,-18.630,-43.386
Serro,MG,"Areia, Cascalho",-18.597,-43.418
Serro,MG,Areia,-18.673,-43.381
Serro,MG,Cascalho,-18.744,-43.445
Alvorada de Minas,MG,Cascalho,-18.748,-43.444
Serro,MG,Argila,-18.685,-43.428
Serro,MG,"Areia, Cascalho",-18.525,-43.399
Serro,MG,Argila,-18.522,-43.392
Alvorada de Minas,MG,Granito,-18.724,-43.356
Serro,MG,Cascalho,-18.527,-43.446
Serro,MG,Argila,-18.590,-43.336
Serro,MG,Argila,-18.561,-43.342
Serro,MG,Cascalho,-18.610,-43.398
Serro,MG,Rocha ornamental,-18.615,-43.381
Serro,MG,Argila,-18.622,-43.382
Conceição do Mato Dentro,MG,Cascalho,-18.906,-43.411
Serro,MG,Argila,-18.703,-43.243
Serro,MG,Argila,-18.646,-43.365
Conceição do Mato Dentro,MG,Quartzito,-18.896,-43.438
Conceição do Mato Dentro,MG,Cascalho,-18.956,-43.418
Serro,MG,Laterita,-18.614,-43.336
Serro,MG,Argila,-18.657,-43.278
Sabinópolis,MG,Argila,-18.577,-43.009
Sabinópolis,MG,Água marinha,-18.587,-43.011
Sabinópolis,MG,Argila,-18.659,-43.053
Sabinópolis,MG,Gnaisse,-18.665,-43.053
Sabinópolis,MG,Argila,-18.654,-43.070
Itabira,MG,Ferro,-19.720,-43.245
Itabira,MG,Ferro,-19.788,-43.196
João Monlevade,MG,Ferro,-19.862,-43.184
Rio Piracicaba,MG,Ferro,-19.888,-43.188
Rio Piracicaba,MG,Ferro,-19.895,-43.195
Rio Piracicaba,MG,Ferro,-19.899,-43.192
Diamantina,MG,Diamante,-18.082,-43.747
Diamantina,MG,Manganês,-18.236,-43.859
Diamantina,MG,Mármore,-18.297,-43.792
Morada Nova de Minas,MG,Calcário,-18.374,-45.458
Morada Nova de Minas,MG,Dolomito,-18.688,-45.320
Morada Nova de Minas,MG,Dolomito,-18.686,-45.284
Patos de Minas,MG,Chumbo,-18.593,-46.083
Rio Piracicaba,MG,Manganês,-19.932,-43.206
Rio Piracicaba,MG,Manganês,-19.939,-43.199
Rio Piracicaba,MG,Manganês,-19.962,-43.208
Bela Vista de Minas,MG,Níquel,-19.835,-43.081
Santa Bárbara,MG,Ouro,-19.971,-43.478
Santa Bárbara,MG,Ouro,-19.975,-43.481
Santa Bárbara,MG,Ouro,-19.970,-43.470
Santa Bárbara,MG,Ouro,-19.965,-43.463
Santa Bárbara,MG,Ouro,-19.959,-43.457
Santa Bárbara,MG,Ouro,-19.951,-43.468
Santa Bárbara,MG,Ouro,-19.954,-43.451
Santa Bárbara,MG,Ouro,-19.952,-43.443
Santa Bárbara,MG,Ouro,-19.956,-43.449
Santa Bárbara,MG,"Ouro, Prata",-19.986,-43.448
Santa Bárbara,MG,Ouro,-20.000,-43.459
Santa Bárbara,MG,Ouro,-19.986,-43.435
Santa Bárbara,MG,Ouro,-19.981,-43.432
Santa Bárbara,MG,Ouro,-19.999,-43.496
Santa Bárbara,MG,"Manganês, Ouro",-19.996,-43.493
Santa Bárbara,MG,Ouro,-20.003,-43.489
Santa Bárbara,MG,Ouro,-19.994,-43.480
Santa Bárbara,MG,Ouro,-19.980,-43.431
Santa Bárbara,MG,Ouro,-19.912,-43.312
Santa Bárbara,MG,Ouro,-19.928,-43.314
Santa Bárbara,MG,Ouro,-19.938,-43.307
Santa Bárbara,MG,Ouro,-19.942,-43.310
Santa Bárbara,MG,Ouro,-19.948,-43.306
Santa Bárbara,MG,Ouro,-19.961,-43.301
Santa Bárbara,MG,Ouro,-19.939,-43.260
Santa Bárbara,MG,Ouro,-19.976,-43.220
Diamantina,MG,Diamante,-18.318,-43.470
Sabinópolis,MG,Água marinha,-18.558,-43.021
Porteirinha,MG,Granito,-15.665,-43.031
Porteirinha,MG,Granito,-15.682,-43.035
Porteirinha,MG,Granito,-15.685,-43.029
Mato Verde,MG,Quartzito,-15.392,-42.777
Nova Porteirinha,MG,Quartzito,-15.753,-43.242
Serranópolis de Minas,MG,Cromo,-15.732,-42.874
Serranópolis de Minas,MG,Cromo,-15.733,-42.871
Serranópolis de Minas,MG,Cromo,-15.764,-42.860
Serranópolis de Minas,MG,Cromo,-15.780,-42.846
Mateus Leme,MG,Pirofilita,-19.937,-44.472
Mateus Leme,MG,Granito,-19.950,-44.488
Mateus Leme,MG,Granito,-19.945,-44.466
Mateus Leme,MG,Serpentinito,-19.963,-44.461
Capela do Alto Alegre,BA,Granito,-11.682,-39.831
Uauá,BA,Granito,-10.013,-39.479
Queimadas,BA,Granito,-11.006,-39.659
Petrolina,PE,Granito,-9.340,-40.562
Itabaianinha,SE,Granito,-11.189,-37.781
Sabinópolis,MG,Granito,-18.735,-43.098
Sabinópolis,MG,Argila,-18.815,-43.151
Sabinópolis,MG,Cascalho,-18.823,-43.135
Senhora do Porto,MG,Cascalho,-18.866,-43.103
Senhora do Porto,MG,Granito,-18.886,-43.096
Sabinópolis,MG,Granito,-18.697,-43.210
Sabinópolis,MG,Água marinha,-18.644,-43.175
Sabinópolis,MG,Água marinha,-18.643,-43.184
Sabinópolis,MG,Cascalho,-18.654,-43.101
Sabinópolis,MG,Água marinha,-18.690,-43.061
