MUNICIPIO,UF,SUBSTANCIA,latitude,longitude
Upanema,RN,Calcário,-5.499,-37.376
Martins,RN,Caulim,-6.081,-37.898
Lagoa Nova,RN,Caulim,-6.056,-36.476
Ceará-Mirim,RN,Diatomita,-5.581,-35.488
São Gonçalo do Amarante,RN,Diatomita,-5.845,-35.399
Natal,RN,Diatomita,-5.712,-35.266
Nísia Floresta,RN,Diatomita,-5.967,-35.148
Touros,RN,Diatomita,-5.337,-35.527
Rio de Contas,BA,Ouro,-13.500,-41.834
Santaluz,BA,Cromo,-11.259,-39.348
Carnaubeira da Penha,PE,"Ferro, Titânio",-8.503,-38.667
Dom Inocêncio,PI,Calcário,-8.775,-41.978
Queimada Nova,PI,Calcário,-8.654,-41.433
Caruaru,PE,Rocha ornamental,-8.014,-36.059
Brejo da Madre de Deus,PE,Rocha ornamental,-8.138,-36.378
Brejo da Madre de Deus,PE,Granito,-8.213,-36.209
Ibimirim,PE,Calcário,-8.445,-37.767
Santa Maria da Boa Vista,PE,Granada,-8.531,-40.000
Petrolina,PE,Calcário,-8.653,-40.456
Messias Targino,RN,Tungstênio,-6.034,-37.567
Catolé do Rocha,PB,Tungstênio,-6.467,-37.734
Itaituba,PA,Ouro,-7.064,-56.938
Itaituba,PA,Ouro,-7.138,-56.862
Leopoldo de Bulhões,GO,Areia,-16.567,-48.814
Mara Rosa,GO,Ouro,-13.934,-49.232
Duque de Caxias,RJ,Safira,-22.575,-43.288
Italva,RJ,Calcário,-21.384,-41.684
Natividade,TO,Argila,-11.783,-47.715
Jaraguá,GO,Ouro,-15.931,-49.519
Cristalina,GO,Quartzo,-16.776,-47.662
Santa Cruz de Goiás,GO,Titânio,-17.367,-48.725
Hidrolândia,GO,Talco,-16.899,-49.240
Silvânia,GO,Calcário,-16.584,-48.328
Altamira,PA,Pirita,-4.068,-53.260
Oriximiná,PA,Alumínio,-1.730,-56.490
Belo Horizonte,MG,Antimônio,-19.994,-43.965
Mucugê,BA,Quartzo hialino (Cristal de rocha),-13.142,-41.425
Jaguaquara,BA,Quartzo,-13.328,-40.046
Xique-Xique,BA,Quartzo hialino (Cristal de rocha),-10.780,-42.621
Morpará,BA,Quartzo hialino (Cristal de rocha),-11.773,-42.949
Novo Horizonte,BA,Quartzo hialino (Cristal de rocha),-12.787,-42.217
Brotas de Macaúbas,BA,Quartzo hialino (Cristal de rocha),-12.088,-42.417
Japurá,AM,Ouro,-2.136,-69.120
Taquaraçu de Minas,MG,Cascalho,-19.701,-43.730
Belo Horizonte,MG,Granito,-19.860,-43.879
Bom Despacho,MG,Argila,-19.590,-45.296
Arapuá,MG,Chumbo,-19.053,-46.095
Baliza,GO,Diamante,-16.102,-52.385
Baliza,GO,Ouro,-16.167,-52.384
Maracaí,SP,Argila,-22.595,-50.661
Planalto,RS,"Ametista, Quartzo hialino (Cristal de rocha)",-27.355,-53.102
Cristal do Sul,RS,"Ametista, Cálcio, Quartzo hialino (Cristal de rocha), Ágata",-27.418,-53.233
Frederico Westphalen,RS,"Ametista, Cálcio",-27.278,-53.328
São Martinho da Serra,RS,"Ametista, Quartzo hialino (Cristal de rocha)",-29.548,-53.920
Jaguari,RS,"Ametista, Quartzo hialino (Cristal de rocha), Ágata",-29.427,-54.555
Unistalda,RS,"Ametista, Quartzo hialino (Cristal de rocha), Ágata",-29.088,-55.150
Santa Isabel do Rio Negro,AM,Pirita,0.627,-64.581
Mariana,MG,Ouro,-20.361,-43.253
Mariana,MG,Ouro,-20.429,-43.408
Ouro Preto,MG,"Calcário, Dolomito",-20.302,-43.472
Coimbra,MG,Gnaisse,-20.877,-42.854
Nova Roma,GO,Cobre,-13.816,-46.880
Ijaci,MG,Calcário,-21.198,-44.908
Ressaquinha,MG,Quartzo,-21.079,-43.785
Conselheiro Lafaiete,MG,Estanho,-20.779,-43.770
Barão de Cocais,MG,Ferro,-20.010,-43.572
Mateus Leme,MG,Ferro,-20.123,-44.401
Wenceslau Guimarães,BA,Muscovita,-13.512,-39.755
Nacip Raydan,MG,"Caulim, Mica",-18.495,-42.257
São Domingos do Prata,MG,Água marinha,-19.813,-42.924
São Domingos do Prata,MG,Ouro,-19.764,-42.850
Ruy Barbosa,BA,Calcário,-12.118,-41.060
Antônio Dias,MG,"Alexandrita, Água marinha",-19.544,-43.033
Novo Hamburgo,RS,Arenito,-29.822,-51.069
Barra da Estiva,BA,Cálcio,-13.831,-40.956
Simões Filho,BA,Caulim,-12.781,-38.393
Equador,RN,"Berílio, Tântalo",-6.825,-36.716
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.773,-36.658
Gravataí,RS,Argila,-29.856,-51.054
Mimoso do Sul,ES,Mármore,-21.001,-41.483
Maués,AM,Ouro,-6.417,-58.250
Itaituba,PA,Ouro,-6.067,-56.300
Ji-Paraná,RO,Estanho,-10.285,-61.796
Ji-Paraná,RO,Estanho,-10.352,-61.523
Ji-Paraná,RO,Estanho,-10.698,-61.814
Vilhena,RO,Estanho,-11.542,-60.088
Novo Horizonte do Oeste,RO,Ouro,-11.734,-62.175
Novo Horizonte do Oeste,RO,Ouro,-11.829,-62.141
Nova Brasilândia D'Oeste,RO,Ouro,-11.572,-62.385
São Félix do Xingu,PA,Ouro,-6.600,-51.260
Parelhas,RN,"Berílio, Nióbio",-6.633,-36.615
Currais Novos,RN,Tungstênio,-6.288,-36.363
Brejo do Cruz,PB,Tungstênio,-6.369,-37.391
Equador,RN,Bário,-6.896,-36.713
Equador,RN,"Berílio, Caulim",-6.944,-36.702
Junco do Seridó,PB,Nióbio,-6.953,-36.669
Tenório,PB,"Estanho, Molibdênio, Tântalo",-6.959,-36.575
Juazeirinho,PB,"Berílio, Nióbio, Tântalo",-6.937,-36.564
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.759,-36.567
Bannach,PA,Ouro,-7.550,-50.680
Bannach,PA,Ouro,-7.720,-50.690
Várzea,PB,Tungstênio,-6.844,-37.025
São Mamede,PB,Tungstênio,-6.832,-37.101
Várzea,PB,Tungstênio,-6.833,-36.999
Santa Luzia,PB,Tungstênio,-6.881,-36.929
Santa Luzia,PB,Tungstênio,-6.992,-36.914
Santa Luzia,PB,Tungstênio,-6.836,-36.879
Serra Talhada,PE,Talco,-8.268,-38.312
São Fernando,RN,Bário,-6.338,-37.209
Caicó,RN,Bário,-6.513,-37.188
Carnaubeira da Penha,PE,"Ferro, Titânio",-8.466,-38.631
Água Azul do Norte,PA,"Ametista, Ouro",-6.277,-50.813
Canaã dos Carajás,PA,Ouro,-6.324,-50.521
Canaã dos Carajás,PA,Ouro,-6.329,-49.929
Aquiraz,CE,Diatomita,-3.989,-38.337
Aquiraz,CE,Diatomita,-3.932,-38.399
Bannach,PA,Carvão mineral,-7.430,-50.750
Rio Maria,PA,Ouro,-7.400,-50.170
Senador José Porfírio,PA,Ouro,-3.520,-51.730
Senador José Porfírio,PA,Ouro,-3.657,-51.677
Alto Alegre,RR,Ouro,2.916,-63.142
Iracema,RR,Ouro,2.373,-63.171
São João da Baliza,RR,Granito,0.953,-59.914
Itaituba,PA,Ouro,-6.997,-56.467
Itaituba,PA,Ouro,-7.635,-56.742
Almeirim,PA,"Fósforo, Nióbio, Terras raras, Titânio",0.500,-54.230
Porto Velho,RO,Argila,-8.805,-63.870
Israelândia,GO,Ouro,-16.334,-50.865
Barcelos,AM,Ouro,0.860,-63.272
Juazeiro,BA,Cálcio,-9.798,-40.339
Santaluz,BA,Cálcio,-11.277,-39.395
Brumado,BA,Cálcio,-14.121,-41.506
Boquira,BA,Caulim,-12.723,-42.773
Paratinga,BA,Caulim,-12.570,-42.884
Mundo Novo,BA,Caulim,-11.866,-40.482
Camaçari,BA,Caulim,-12.657,-38.250
Camaçari,BA,Caulim,-12.719,-38.352
Barra da Estiva,BA,Caulim,-13.600,-41.373
Nordestina,BA,"Diamante, Ouro",-10.933,-39.383
Livramento de Nossa Senhora,BA,"Estanho, Ouro",-13.584,-41.867
Araças,BA,Petróleo,-12.147,-38.238
Candeias,BA,Petróleo,-12.659,-38.491
Esplanada,BA,"Gás natural, Petróleo",-11.834,-37.852
Cardeal da Silva,BA,"Gás natural, Petróleo",-12.021,-37.992
Araças,BA,"Gás natural, Petróleo",-12.159,-38.185
Alagoinhas,BA,"Gás natural, Petróleo",-12.204,-38.468
Itanagra,BA,"Gás natural, Petróleo",-12.270,-38.154
Catu,BA,"Gás natural, Petróleo",-12.308,-38.448
Canindé de São Francisco,SE,Mármore,-9.696,-37.875
Canindé de São Francisco,SE,Mármore,-9.907,-37.896
Mata Grande,AL,Mármore,-9.042,-37.892
Frei Martinho,PB,"Berílio, Feldspato, Tântalo",-6.455,-36.500
Frei Martinho,PB,Feldspato,-6.441,-36.502
Frei Martinho,PB,"Feldspato, Tântalo",-6.332,-36.364
Fontoura Xavier,RS,"Calcedônia, Calcedônia gemológica, Quartzo hialino (Cristal de rocha), Ágata",-29.075,-52.335
Ibirapuitã,RS,"Calcedônia, Ágata, Ônix",-28.657,-52.518
Jacuizinho,RS,"Quartzo hialino (Cristal de rocha), Ágata",-29.027,-53.019
Quevedos,RS,"Quartzo hialino (Cristal de rocha), Ágata",-29.319,-54.100
Santo Ângelo,RS,"Ametista, Quartzo hialino (Cristal de rocha), Ágata",-28.282,-54.401
Guaratinga,BA,Granito,-16.577,-40.103
Camaçari,BA,Areia,-12.737,-38.317
Camaçari,BA,Areia,-12.860,-38.283
Araçatuba,SP,Argila,-21.123,-50.481
José Bonifácio,SP,Argila,-21.250,-49.878
Guararapes,SP,Argila,-21.255,-50.549
Campanha,MG,Ouro,-21.823,-45.439
Campanha,MG,Ouro,-21.825,-45.431
Conceição da Aparecida,MG,Cromo,-21.056,-46.352
Jucurutu,RN,Tungstênio,-5.989,-37.036
Pedro Avelino,RN,Tungstênio,-5.600,-36.317
São Rafael,RN,Tungstênio,-5.853,-36.950
Augusto Severo,RN,Tungstênio,-5.989,-37.209
Monte Santo do Tocantins,TO,Talco,-10.132,-49.048
Congonhas,MG,Rocha ornamental,-20.489,-43.866
Itaituba,PA,Diamante,-4.329,-56.001
Belém de São Francisco,PE,Calcário,-8.651,-38.822
Itacuruba,PE,Calcário,-8.709,-38.828
Caruaru,PE,Granito,-8.118,-36.048
Angelim,PE,Granito,-8.934,-36.296
Currais Novos,RN,Granito,-6.179,-36.463
São Mamede,PB,Bário,-7.028,-36.965
Russas,CE,Mica,-4.742,-38.222
Aurilândia,GO,Ouro,-16.695,-50.568
Caicó,RN,Calcário,-6.571,-37.150
Cruzeta,RN,Mármore,-6.346,-36.862
Serra Talhada,PE,Quartzo hialino (Cristal de rocha),-8.142,-38.165
Serra Talhada,PE,Granito,-8.156,-38.544
Mirandiba,PE,Calcário,-8.166,-38.680
Mirandiba,PE,Talco,-8.175,-38.636
São Mamede,PB,Tungstênio,-6.978,-37.143
São Mamede,PB,Tungstênio,-6.964,-37.065
São Mamede,PB,Tungstênio,-6.914,-37.058
São Mamede,PB,Tungstênio,-6.925,-37.025
São Mamede,PB,Tungstênio,-6.856,-37.053
Acopiara,CE,Ametista,-6.248,-39.515
Acopiara,CE,Talco,-6.109,-39.605
Saboeiro,CE,Talco,-6.270,-39.798
Tauá,CE,Vermiculita,-6.042,-39.961
Serrita,PE,Ferro,-7.810,-39.528
Serrita,PE,Ferro,-7.893,-39.294
Curral Velho,PB,Cobre,-7.583,-38.190
Casserengue,PB,Granito,-6.821,-35.860
Parauapebas,PA,Ouro,-6.170,-50.950
Parauapebas,PA,Ouro,-5.963,-49.819
São Félix do Xingu,PA,Ouro,-6.157,-51.681
Pedra Branca do Amapari,AP,Ouro,1.000,-52.150
Itabaiana,PB,Ferro,-7.338,-35.321
Itabaiana,PB,Calcário,-7.420,-35.345
Amajari,RR,Diamante,3.787,-61.784
Novo Progresso,PA,Turmalina,-7.605,-55.525
Óbidos,PA,Ametista,0.119,-56.017
Novo Progresso,PA,Topázio,-7.445,-56.118
Itaituba,PA,Topázio,-4.996,-56.616
Lagoa Dourada,MG,Ouro,-20.918,-44.081
Itabirito,MG,Caulim,-20.305,-43.859
Congonhas,MG,Dolomito,-20.458,-43.799
Niquelândia,GO,Níquel,-14.073,-48.412
Niquelândia,GO,Ouro,-14.655,-48.745
Ouro Preto,MG,"Alumínio, Ferro, Manganês",-20.241,-43.521
Santa Bárbara,MG,Ouro,-20.017,-43.500
Mariana,MG,Ouro,-20.199,-43.397
Serra do Ramalho,BA,Flúor,-13.480,-43.736
Livramento de Nossa Senhora,BA,Axinita,-13.901,-42.142
Tiros,MG,Diamante,-18.552,-45.807
Diamantina,MG,Diamante,-18.304,-43.523
Diamantina,MG,Manganês,-18.342,-43.975
Alagoa Nova,PB,Caulim,-7.097,-35.800
Cachoeira,BA,Areia,-12.638,-38.954
Curionópolis,PA,"Cobre, Ouro",-6.410,-49.690
Calçoene,AP,Ouro,1.770,-52.050
Tartarugalzinho,AP,Ouro,1.597,-51.256
Laranjal do Jari,AP,Ouro,1.720,-53.110
Santa Maria das Barreiras,PA,"Cobalto, Cromo, Níquel",-8.554,-50.170
Pedra Branca do Amapari,AP,Tântalo,0.840,-51.980
Montes Claros de Goiás,GO,Água mineral,-16.075,-51.370
Iporá,GO,Diamante,-16.341,-51.429
Iporá,GO,Diamante,-16.515,-51.082
Barbosa,SP,Argila,-21.264,-49.963
Gentio do Ouro,BA,Diamante,-11.295,-42.575
Gentio do Ouro,BA,Diamante,-11.025,-42.718
Barra do Mendes,BA,Diamante,-12.006,-42.206
Morro do Chapéu,BA,Diamante,-11.519,-40.980
Morro do Chapéu,BA,Diamante,-11.652,-40.973
Itapitanga,BA,Manganês,-14.556,-39.567
Paramirim,BA,Estanho,-13.545,-42.128
Paramirim,BA,Estanho,-13.524,-42.146
Livramento de Nossa Senhora,BA,Estanho,-13.571,-41.942
Paramirim,BA,"Estanho, Ouro",-13.519,-42.138
Itarantim,BA,Zircônio,-15.710,-40.175
Jacobina,BA,Ouro,-11.227,-40.515
Paramirim,BA,Estanho,-13.532,-42.123
Contendas do Sincorá,BA,Bário,-13.696,-41.073
Ererê,CE,Ouro,-6.067,-38.317
São Tomé,RN,"Berílio, Tântalo",-6.029,-36.098
Quixabá,PB,Tungstênio,-7.031,-37.117
Malta,PB,Tungstênio,-6.900,-37.517
Currais Novos,RN,"Molibdênio, Tungstênio",-6.329,-36.555
Várzea,PB,Tungstênio,-6.748,-36.973
Caxias do Sul,RS,"Cálcio, Zeólita",-29.240,-51.239
Westfalia,RS,"Cálcio, Zeólita",-29.374,-51.722
Quaraí,RS,Cálcio,-30.304,-56.073
Ciríaco,RS,"Calcedônia, Quartzo hialino (Cristal de rocha), Ágata",-28.259,-51.900
Acauã,PI,Talco,-8.356,-40.836
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.491,-36.425
Caicó,RN,Berílio,-6.286,-37.007
Carnaúba dos Dantas,RN,"Berílio, Tântalo",-6.542,-36.479
Carnaúba dos Dantas,RN,"Mica, Nióbio, Tântalo",-6.577,-36.504
Carnaúba dos Dantas,RN,"Berílio, Nióbio, Tântalo",-6.560,-36.455
Carnaúba dos Dantas,RN,"Berílio, Nióbio, Tântalo",-6.559,-36.469
Carnaúba dos Dantas,RN,"Berílio, Nióbio, Tântalo",-6.592,-36.507
Carnaúba dos Dantas,RN,"Berílio, Tântalo",-6.572,-36.516
Nova Russas,CE,Calcário,-4.598,-40.586
Ipu,CE,Calcário,-4.328,-40.671
Cariré,CE,Ouro,-4.020,-40.439
Santa Quitéria,CE,Calcário,-4.569,-39.859
Boa Viagem,CE,Calcário,-4.851,-39.795
Santa Quitéria,CE,Calcário,-4.592,-39.772
Caiçara do Rio do Vento,RN,"Berílio, Tântalo",-5.842,-36.044
Pendências,RN,Cascalho,-5.262,-36.579
Afonso Bezerra,RN,Rocha ornamental,-5.571,-36.497
Penápolis,SP,Argila,-21.258,-50.135
São José de Mipibu,RN,Argila,-6.104,-35.241
Cruzeta,RN,Argila,-6.378,-36.781
Ielmo Marinho,RN,Argila,-5.836,-35.551
Ceará-Mirim,RN,Argila,-5.593,-35.388
Mossoró,RN,Argila,-4.938,-37.377
Ibititá,BA,Mármore,-11.565,-41.905
Ourolândia,BA,Mármore,-10.893,-40.888
Cansanção,BA,Ouro,-10.925,-39.288
Quijingue,BA,Ouro,-10.930,-39.238
Jacobina,BA,Ouro,-11.171,-40.468
Teofilândia,BA,Ouro,-11.414,-39.013
Miguel Calmon,BA,Ouro,-11.410,-40.523
Pindobaçu,BA,Ouro,-10.793,-40.409
Abaíra,BA,Ouro,-13.262,-41.864
Abaíra,BA,Ouro,-13.323,-41.859
Ibicoara,BA,Ouro,-13.410,-41.293
Iperó,SP,"Ferro, Fósforo, Titânio",-23.442,-47.628
Dom Feliciano,RS,Estanho,-30.576,-52.451
Canguçu,RS,Estanho,-30.899,-52.438
Currais Novos,RN,Rocha ornamental,-6.215,-36.559
Casa Nova,BA,Muscovita,-9.463,-41.701
Iaçu,BA,Muscovita,-12.695,-39.968
Irajuba,BA,Muscovita,-13.120,-40.136
Canavieiras,BA,Turfa,-15.567,-38.991
Rio de Contas,BA,Ouro,-13.600,-41.820
Dom Basílio,BA,Ouro,-13.789,-41.663
Campanha,MG,Ouro,-21.847,-45.395
Campanha,MG,Ouro,-21.854,-45.384
Novo Hamburgo,RS,Saibro,-29.764,-50.964
Lagoão,RS,"Calcedônia gemológica, Ágata",-29.154,-52.763
Penedo,AL,Folhelho,-10.216,-36.497
Itagimirim,BA,Cianita,-16.063,-39.700
Eunápolis,BA,Argila,-16.264,-39.591
Eunápolis,BA,Areia,-16.334,-39.659
Ribeirão do Largo,BA,Muscovita,-15.555,-40.509
Macarani,BA,Muscovita,-15.688,-40.324
Macarani,BA,Muscovita,-15.707,-40.321
Aurora,CE,Cobre,-7.013,-38.904
Cachoeira dos Índios,PB,Córindon,-7.013,-38.688
Porto Velho,RO,Argila,-8.817,-63.869
Porto Velho,RO,Ouro,-8.634,-63.851
Comodoro,MT,Ouro,-13.318,-60.364
Campo Novo de Rondônia,RO,Estanho,-10.550,-63.617
Nova Mamoré,RO,Ouro,-10.175,-65.290
Colorado do Oeste,RO,Ouro,-13.227,-60.373
Porto Velho,RO,Ouro,-9.600,-64.905
Beberibe,CE,Diatomita,-4.324,-37.997
Beberibe,CE,Diatomita,-4.404,-38.184
Picuí,PB,"Berílio, Estanho, Nióbio, Tântalo",-6.500,-36.361
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.456,-36.361
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.400,-36.345
Picuí,PB,"Berílio, Nióbio, Tântalo",-6.395,-36.339
Ouro Branco,RN,Berílio,-6.703,-36.856
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.760,-36.593
Nova Palmeira,PB,"Nióbio, Tântalo",-6.622,-36.482
Pedra Lavrada,PB,"Berílio, Nióbio, Tântalo",-6.729,-36.496
Ipueira,RN,Cobre,-6.759,-37.150
Coromandel,MG,Diamante,-18.494,-47.078
Niquelândia,GO,Ouro,-14.450,-48.324
Aracoiaba,CE,Calcário,-4.335,-38.815
Pacoti,CE,Calcário,-4.179,-38.899
Redenção,CE,Calcário,-4.275,-38.734
Ipanguaçu,RN,Argila,-5.617,-36.867
São Tomé,RN,Mármore,-5.950,-36.150
São Tomé,RN,Tungstênio,-5.984,-36.138
São Tomé,RN,Tungstênio,-5.900,-36.209
Pedra Branca,CE,Cromo,-5.537,-39.937
Independência,CE,Calcário,-5.304,-40.159
Beberibe,CE,Diatomita,-4.344,-37.924
Cascavel,CE,Berílio,-4.290,-38.340
Palestina de Goiás,GO,Epsomita,-16.669,-51.568
Doutor Ricardo,RS,Ágata,-29.085,-51.953
Várzea Grande,MT,Argila,-15.637,-56.158
Cuiabá,MT,Argila,-15.692,-56.096
Maraú,BA,Turfa,-14.001,-38.950
Maraú,BA,Turfa,-14.155,-39.021
Itacaré,BA,Turfa,-14.247,-39.003
Feira de Santana,BA,Argila,-12.170,-38.938
Correntina,BA,Ouro,-13.357,-44.634
Curaçá,BA,Cobre,-9.581,-39.870
Campo Formoso,BA,Tungstênio,-10.164,-40.303
Mundo Novo,BA,"Chumbo, Cobre, Zinco",-11.896,-40.494
Piritiba,BA,Cromo,-11.768,-40.566
Ipupiara,BA,Manganês,-11.793,-42.363
Caetité,BA,Manganês,-14.203,-42.463
Paramirim,BA,"Chumbo, Cobre, Granito",-13.500,-42.164
Cafarnaum,BA,Bário,-11.657,-41.459
Érico Cardoso,BA,Ouro,-13.348,-42.095
Mirangaba,BA,Berílio,-10.832,-40.486
Pé de Serra,BA,Cálcio,-11.845,-39.689
Dom Feliciano,RS,Estanho,-30.516,-52.222
Pilar,AL,Argila,-9.619,-35.975
Sítio Novo,RN,Asbesto,-6.117,-35.900
Santa Brígida,BA,Cromo,-9.864,-38.161
Juazeiro do Norte,CE,Cobre,-7.117,-39.250
Ouricuri,PE,Gipsita,-7.700,-40.216
Santa Rosa de Lima,SC,Flúor,-28.033,-49.138
Joinville,SC,Ferro,-26.331,-48.790
Pium,TO,Turmalina,-10.457,-49.113
Paraíso do Tocantins,TO,Fósforo,-10.071,-48.822
Porto Nacional,TO,Ouro,-10.737,-48.588
Paracatu,MG,Ouro,-17.211,-46.891
Paracatu,MG,"Chumbo, Zinco",-17.341,-46.798
Goianira,GO,Granito,-16.479,-49.468
Ferros,MG,Ferro,-19.242,-42.758
Barão de Cocais,MG,Ferro,-19.910,-43.475
Barão de Cocais,MG,Ferro,-19.877,-43.437
Rio Piracicaba,MG,Ferro,-19.920,-43.229
Santa Bárbara,MG,Ouro,-19.945,-43.451
Santa Bárbara,MG,Ouro,-19.997,-43.498
Nova Era,MG,Água mineral,-19.732,-43.036
Itabira,MG,Areia,-19.579,-43.128
Santa Maria de Itabira,MG,Esmeralda,-19.479,-42.991
Nova Lima,MG,Ouro,-20.000,-43.880
Santa Luzia,MG,Areia,-19.720,-43.814
Terenos,MS,Diamante,-20.580,-54.933
Santa Rita,PB,Argila,-7.200,-34.971
Urucará,AM,Gema,-0.854,-59.663
Presidente Figueiredo,AM,Estanho,-0.464,-59.909
Camocim,CE,Argila,-3.016,-40.963
Buriti dos Lopes,PI,Calcário,-3.293,-41.876
Coreaú,CE,Calcário,-3.613,-40.702
Parnaíba,PI,Calcário,-2.984,-41.784
Itarema,CE,Diatomita,-2.884,-39.950
Granja,CE,Ferro,-3.356,-40.989
Granja,CE,Ferro,-3.390,-41.225
Trairi,CE,Diatomita,-3.284,-39.459
Trairi,CE,Diatomita,-3.349,-39.387
Itaituba,PA,Ouro,-6.235,-56.739
Bonfim,RR,Rocha ornamental,2.148,-60.158
Pirenópolis,GO,Quartzito,-15.954,-49.172
Coronel João Sá,BA,Granito,-10.289,-37.889
Ubaíra,BA,Titânio,-13.255,-39.684
Rorainópolis,RR,Areia,0.544,-60.465
Castelo do Piauí,PI,Salitre,-5.282,-41.423
Érico Cardoso,BA,Manganês,-13.503,-42.092
Camaçari,BA,Turfa,-12.742,-38.261
Valença,BA,Turfa,-13.285,-39.023
Ituberá,BA,Turfa,-13.764,-39.039
Belmonte,BA,Turfa,-15.822,-39.005
Casa Nova,BA,Turquesa,-9.601,-41.621
Guanambi,BA,Vermiculita,-14.157,-42.700
Miguel Calmon,BA,Ouro,-11.364,-40.502
Rio do Pires,BA,Ouro,-13.267,-41.925
Canavieiras,BA,Ouro,-15.817,-39.250
Limeira,SP,Dolomito,-22.546,-47.450
São Cristóvão,SE,Areia,-10.929,-37.128
Pacatuba,SE,Turfa,-10.603,-36.685
Aracaju,SE,Saibro,-10.985,-37.107
São Cristóvão,SE,Argila,-10.966,-37.241
Pontal do Araguaia,MT,Diamante,-16.045,-52.324
Guareí,SP,Arenito asfáltico,-23.455,-48.195
Borba,AM,Manganês,-5.900,-58.967
Itaituba,PA,Ouro,-7.273,-56.315
Felipe Guerra,RN,Calcário,-5.545,-37.624
Quaraí,RS,"Calcedônia gemológica, Quartzo hialino (Cristal de rocha), Ágata",-30.319,-55.927
Quaraí,RS,Ágata,-30.298,-55.971
Cocos,BA,Manganês,-14.281,-44.459
Jaguarari,BA,Cobre,-9.817,-39.908
Paramirim,BA,Titânio,-13.627,-42.132
Ubaíra,BA,Titânio,-13.250,-39.653
Presidente Tancredo Neves,BA,Titânio,-13.467,-39.509
Itamari,BA,Titânio,-13.713,-39.628
Canavieiras,BA,Titânio,-15.696,-38.934
Correntina,BA,Turfa,-13.234,-44.860
Conde,BA,Turfa,-11.767,-37.582
Candiota,RS,Carvão mineral,-31.366,-53.689
Morro Reuter,RS,"Ametista, Quartzo hialino (Cristal de rocha), Zeólita",-29.546,-51.061
Parelhas,RN,"Berílio, Feldspato, Tântalo",-6.798,-36.595
Parelhas,RN,"Berílio, Nióbio, Tântalo",-6.662,-36.624
Parelhas,RN,Turmalina,-6.685,-36.634
Granja,CE,Manganês,-3.440,-41.260
Currais Novos,RN,Tântalo,-6.231,-36.323
Currais Novos,RN,"Berílio, Tântalo",-6.253,-36.377
Nova Palmeira,PB,"Estanho, Feldspato, Nióbio",-6.678,-36.451
São Tomé,RN,"Berílio, Tântalo",-6.023,-36.088
São Tomé,RN,"Berílio, Tântalo",-6.048,-36.191
Seridó,PB,"Berílio, Tântalo",-6.894,-36.536
Alto Alegre,RR,Estanho,2.772,-63.637
Bonfim,RR,Cobre,3.193,-60.171
Amajari,RR,Ouro,3.436,-62.078
Serra Talhada,PE,Talco,-8.291,-38.434
Floresta,PE,Talco,-8.307,-38.226
Floresta,PE,Talco,-8.330,-38.349
Floresta,PE,Calcário,-8.336,-38.302
Serra Talhada,PE,Talco,-8.356,-38.436
Betânia,PE,Calcário,-8.369,-38.132
Floresta,PE,Granada,-8.569,-38.521
Coxim,MS,Diamante,-18.587,-54.425
Itaituba,PA,Ouro,-5.613,-57.239
Oriximiná,PA,Estanho,-0.180,-57.778
Oriximiná,PA,Estanho,-0.356,-57.338
Oriximiná,PA,Estanho,-0.296,-58.352
Oriximiná,PA,Estanho,-0.886,-57.788
Oriximiná,PA,Estanho,-0.991,-57.551
Oriximiná,PA,Estanho,-0.941,-57.572
São Leopoldo,RS,Rocha ornamental,-29.742,-51.188
Estância Velha,RS,Rocha ornamental,-29.654,-51.155
Caxias do Sul,RS,Basalto,-29.253,-51.241
Cavalcante,GO,Ouro,-13.748,-47.463
Cachoeiras de Macacu,RJ,Areia,-22.445,-42.773
Itambé,BA,Calcário,-15.102,-40.189
Itapetinga,BA,Calcário,-15.220,-40.093
Formosa do Rio Preto,BA,Manganês,-11.033,-45.036
Formosa do Rio Preto,BA,Manganês,-11.100,-45.223
Riachão das Neves,BA,Manganês,-11.743,-45.367
Barreiras,BA,Manganês,-11.867,-45.217
Ipupiara,BA,Manganês,-11.946,-42.434
Ibipeba,BA,Manganês,-11.703,-42.346
Campo Formoso,BA,"Calcário, Mármore",-10.000,-40.535
Novo Mundo,MT,Ouro,-9.811,-55.046
Monte Alegre do Piauí,PI,Diamante,-9.534,-44.800
Araripina,PE,"Argilito, Gipsita",-7.740,-40.465
Araripina,PE,"Argilito, Gipsita",-7.727,-40.540
Ouricuri,PE,"Argilito, Gipsita",-7.717,-40.190
Araripina,PE,"Argilito, Gipsita",-7.712,-40.553
Bodocó,PE,Gipsita,-7.611,-40.053
Araripina,PE,"Argilito, Gipsita",-7.670,-40.557
Araripina,PE,Gipsita,-7.731,-40.511
Ouricuri,PE,"Argilito, Gipsita",-7.720,-40.205
Ouricuri,PE,"Argilito, Gipsita",-7.718,-40.189
Ouricuri,PE,"Argilito, Gipsita",-7.708,-40.194
Bodocó,PE,Gipsita,-7.623,-40.085
Bodocó,PE,Gipsita,-7.621,-40.055
Ouricuri,PE,"Argilito, Gipsita",-7.724,-40.196
